doc_id,p_positive,p_negative,polarity
40,0.6171166636049747,0.6932809120044112,-0.05812300771692057
42,0.08607844263315201,0.8480818569660187,-0.8157094822580356
46,0.6103335591033101,0.7982443366199732,-0.13340460480535962
117,0.032051337882876396,0.5747591257095337,-0.8943612880583015
123,0.36895979568362236,0.0712435431778431,0.6763152984598239
286,0.47269725240767,0.8255757484585047,-0.2718060807050068
347,0.07448867335915565,1.1859698817133904,-0.881807024816759
362,1.1189201474189758,0.8849965599365532,0.11673318887140942
443,0.07277886383235455,1.6851068139076233,-0.9171972731168944
485,0.07559546642005444,0.16389009170234203,-0.3686845502257519
531,0.12580428458750248,0.8591502085328102,-0.7445480263979918
568,0.22845069039613008,0.838437020778656,-0.5717437027278883
585,0.12541608326137066,1.625261515378952,-0.8567228102316446
628,0.015560143161565065,1.4177210330963135,-0.9782873822390107
675,0.42086033150553703,0.1425899602472782,0.49386853699570316
724,0.09984935633838177,1.5700349807739258,-0.8804116499332053
772,0.07944529969245195,0.13485695607960224,-0.25856777002772735
818,0.4207558408379555,0.050246978644281626,0.7866383105735532
912,0.02104092389345169,0.9684107303619385,-0.9574695260684268
999,1.0255914628505707,0.2048681741580367,0.6670054539026913
1118,1.1489747744053602,0.8135691781062633,0.17090348263012445
1120,0.09395786840468645,1.7729816436767578,-0.8993455676553946
1127,0.31408050656318665,0.18601240869611502,0.25608860665504796
1193,0.8009941801428795,0.04750672401860356,0.8880219837455676
1279,0.02064187079668045,1.334195852279663,-0.9695286447290601
1316,0.853307705372572,0.061485291458666325,0.8655755090559751
1471,0.6563941240310669,0.03551653400063515,0.8973378034033507
1598,0.05987847922369838,1.5402634665369987,-0.9251585406122266
1639,0.7319294437766075,0.08779539540410042,0.785793009536609
1646,0.5378210879862309,0.1746078822761774,0.5098237450615767
1666,0.32883528620004654,0.040192403830587864,0.7821713388085192
1668,0.2445309218019247,0.7383405938744545,-0.50241528439473
1742,0.28671493101865053,0.707493357360363,-0.4232296504260076
1837,0.14831260964274406,0.19608762487769127,-0.1387194619693957
1859,1.0060185119509697,2.472442436031997,-0.4215726282426519
2069,1.270900309085846,0.030935815535485744,0.9524735641439349
2167,0.34420364536345005,0.7296830657869577,-0.35895724979239335
2216,1.8496674299240112,0.005657261935994029,0.9939015936549419
2238,0.03851134516298771,0.8039683103561401,-0.9085762014283617
2262,0.14107629656791687,0.06329708034172654,0.3805741109821615
2290,0.25928131863474846,0.11005205567926168,0.40405030612859494
2448,0.1397170051932335,0.2060256227850914,-0.19178606346401436
2490,0.06959748826920986,1.209121860563755,-0.8911450142157085
2538,0.21169286593794823,1.4491707235574722,-0.7450809719988692
2682,0.030063237063586712,1.0125916600227356,-0.9423332933110101
2685,0.12797522731125355,0.5866338200867176,-0.6418314943602887
2852,0.015980788506567478,1.3551854491233826,-0.9766902246153923
2864,0.5569413416087627,0.15470543131232262,0.5652184842275382
2865,0.6018558256328106,0.6241402626037598,-0.01817659712355538
2948,0.03130557108670473,2.1803786158561707,-0.97169074023135
2979,0.06082103122025728,0.7481952011585236,-0.8496420002801484
3014,0.12802591361105442,1.4151566848158836,-0.8340754830413766
3088,0.08286355435848236,1.9655442237854004,-0.9190946692908706
3106,0.24090687930583954,0.30881244502961636,-0.12352770353442259
3253,0.8638400435447693,0.645643194206059,0.14455069382796532
3292,0.2642579972743988,0.16792057082057,0.22291116118566134
3454,0.2261863313615322,0.7870484385639429,-0.553536183172148
3481,0.09115524776279926,0.9563021510839462,-0.8259494889938731
3523,0.22413080278784037,1.4524951875209808,-0.7326406675266633
3566,0.08574799727648497,1.1075544506311417,-0.8562845531285612
3651,0.6666022930294275,1.0113601759076118,-0.2054622134047951
3854,0.12136981263756752,0.5843043848872185,-0.6560174282590726
3986,0.19713584892451763,0.4776904881000519,-0.41574346432911063
3987,0.1273616338148713,1.7555203884840012,-0.8647162888519125
4027,0.12538280989974737,1.2757181450724602,-0.8210224474472005
4082,0.1363212401047349,1.6611414439976215,-0.8483181416661929
4142,0.09972862340509892,0.7420206028036773,-0.7630443360081092
4193,0.31020568683743477,1.0187701508402824,-0.533165798740537
4205,0.08703462220728397,0.9368142336606979,-0.8299854090593983
4297,0.0820158775895834,0.3940194249153137,-0.6554210279853462
4335,0.03464259020984173,0.30409030616283417,-0.7954577746583817
4399,0.07037336472421885,0.918054610490799,-0.8576054776083427
4570,0.03378037363290787,1.0866840481758118,-0.9397029071590733
4628,0.02937144134193659,1.9543508291244507,-0.9703875469064362
4660,0.043898376636207104,0.9448509216308594,-0.9112042320260529
4675,0.10333515517413616,1.1332684569060802,-0.8328726292482325
4718,0.23019655887037516,1.3138597831130028,-0.7018288094655497
5004,0.7656351327896118,0.016675105318427086,0.9573695843244151
5025,0.2141256257891655,0.02646664436906576,0.7799875752280043
5062,0.34473518654704094,0.06932047754526138,0.6651634861821822
5080,0.13081776723265648,0.07919104024767876,0.24583124681361807
5129,0.04182132799178362,0.9470283091068268,-0.9154141814422878
5259,0.6009239852428436,0.23743787966668606,0.4335670797895238
5393,1.0275875004008412,2.1780434073880315,-0.35888595414759517
5404,0.039286022540181875,1.7909853756427765,-0.9570708228521054
5433,1.378791183233261,0.03928146371617913,0.9445987992206833
5645,0.07868985086679459,0.4136373698711395,-0.6803351610370478
5694,0.027409063652157784,1.1648868322372437,-0.9540230512456996
5820,0.15533871948719025,0.6466942485421896,-0.6126375705747641
5831,0.27768150717020035,0.1794413491152227,0.21490974844938088
5879,0.12255728105083108,2.972904171794653,-0.9208148556082768
5901,0.6446462050080299,0.025690152309834957,0.9233514577276175
5904,0.27394406870007515,0.17849967489019036,0.21095306358376475
5937,1.6368449926376343,0.041007495019584894,0.951119069975789
6036,0.1102266376838088,0.8673397600650787,-0.7744876707341356
6197,0.2651417087763548,1.2349916212260723,-0.6465091422557099
6210,0.042512849904596806,1.0761048942804337,-0.9239903888060856
6231,0.15357150230556726,0.6586965629830956,-0.6218699001756222
6267,0.45842754235491157,1.1466361344791949,-0.4287733889046106
6271,0.0820935876108706,1.406306404620409,-0.8896888094063372
6328,0.07915667723864317,0.5703618135303259,-0.7562604348790526
6387,0.34425080195069313,0.327328996732831,0.025197013446515502
6391,0.42734741047024727,0.09903429076075554,0.6237168179309251
6429,0.13225964922457933,1.1754445731639862,-0.7977223794790513
6437,0.08783366531133652,0.5852176994085312,-0.73899862650672
6572,0.0955439992249012,0.3348420262336731,-0.5560078925732892
6575,0.18186493730172515,2.0307873487472534,-0.8356136312525724
6691,0.06127362325787544,0.09021103382110596,-0.1910253561055496
6891,0.0769813684746623,0.9265876384451985,-0.8465848029497131
6902,0.07838266808539629,1.147615761961788,-0.8721325147491163
6989,0.4956565164029598,0.02913215570151806,0.8889756686814965
7022,0.04575415886938572,0.4026924595236778,-0.7959437891014258
7110,0.11726462841033936,0.7638812251389027,-0.7338360546364348
7176,0.08145125210285187,0.4256109241396189,-0.6787326843947348
7301,1.260939598083496,0.029136385768651962,0.9548299694997366
7309,0.2838937100023031,0.4740161905065179,-0.25085103173388507
7352,0.09602002985775471,2.4539017900824547,-0.9246878636769589
7438,0.04015686549246311,0.4931909441947937,-0.8494158417321152
7463,0.21924906969070435,0.26602367125451565,-0.09638827326794988
7539,0.2960590813308954,1.0091620609164238,-0.5463464822192253
7557,0.3694603815674782,0.5673738792538643,-0.21125774959666813
7626,0.7095979526638985,0.036860613618046045,0.9012386881643099
7655,1.1647879779338837,0.010580949950963259,0.9819955254891833
7685,0.0406197439879179,0.49381881952285767,-0.8479909693585467
7735,0.7358781695365906,0.4301059003919363,0.2622439508655855
7781,0.519738532602787,0.546401153318584,-0.025008562262392262
7840,0.36304714996367693,1.1653142562136054,-0.5249197624376184
7859,0.42448141798377037,0.1439400091767311,0.4935447458551401
8029,0.044823452830314636,1.1992931962013245,-0.92794332771663
8091,0.1080843023955822,0.3894730880856514,-0.5655403599117413
8146,0.02732858480885625,1.371102750301361,-0.9609153712117258
8169,0.028282581828534603,1.0113721787929535,-0.9455923583476873
8305,0.05921308137476444,1.3992706686258316,-0.918801863407529
8347,0.14089781045913696,0.6381013728678226,-0.6382594141942283
8364,0.16299878433346748,0.12870725616812706,0.11755508424254048
8368,0.02263014391064644,1.2397437989711761,-0.9641466872177873
8495,0.11181033588945866,0.8026848435401917,-0.7554709124665481
8568,0.1538498569279909,0.20003437623381615,-0.13050742298704704
8606,0.17836890555918217,1.852971114218235,-0.8243830143422871
8636,0.09101958945393562,0.32935585733503103,-0.5669604866341683
8768,0.11071480810642242,1.3219138532876968,-0.8454382338000883
8778,0.07255552057176828,0.802218109369278,-0.8341158944695782
8899,0.18179810047149658,0.02973171230405569,0.7188886813230196
8909,0.5889650285243988,0.10919397883117199,0.6871945282347312
8915,0.07703623175621033,0.4250090941786766,-0.6931104512800578
8927,0.3222319819033146,1.046523217111826,-0.5291605363246334
9080,0.024711771868169308,0.6934308707714081,-0.9311786533722458
9081,0.03571933601051569,1.9457668662071228,-0.9639469243126484
9121,0.34733904898166656,0.011754954233765602,0.934529932948055
9266,0.12047761864960194,0.6381972506642342,-0.6823998697652764
