ID,sentiment_final,HIV4_Polarity,VADER_Compound,polarity_siebert,polarity_twitter
11819.0,negative,0.1764705778546718,0.6369,0.3271906806681027,-0.1881213878889165
7110.0,negative,0.1428571224489825,-0.0772,0.0001203836932594,-0.7338360546364348
12133.0,neutral,0.333333277777787,0.8481,-0.3316498511864593,0.0443334112824764
3292.0,negative,-0.999999000001,-0.4404,0.3239227725893154,0.2229111611856613
2069.0,positive,0.3913043308128551,0.9194,0.9920864374262408,0.9524735641439348
6328.0,negative,-0.5555554938271674,-0.1779,-0.5232994407397019,-0.7562604348790526
1316.0,positive,0.6666666111111158,0.9153,0.9950642369441604,0.8655755090559751
11720.0,positive,0.1111110987654334,0.0571,-0.5062248713830267,-0.8531105276593024
11548.0,negative,0.1666666527777789,-0.6076,-0.3346253881983081,-0.3380795018153391
4193.0,negative,-0.2307692130177528,-0.6597,0.3147915316631923,-0.533165798740537
10870.0,neutral,-0.0909090826446288,0.5796,-0.9790495732474476,-0.7499111815258764
1666.0,positive,0.6666666111111158,0.25,0.9923841811737008,0.7821713388085192
6036.0,negative,0.0,-0.3584,-0.0079499716753563,-0.7744876707341356
7301.0,positive,0.599999940000006,0.664,0.994046644376365,0.9548299694997366
6891.0,negative,-0.4285713673469475,-0.8271,-0.3355278483757933,-0.8465848029497131
12198.0,negative,0.1428571224489825,-0.6369,-0.3271824578824155,-0.3977043944638025
8368.0,negative,-0.99999950000025,-0.4404,-0.9926464288100508,-0.9641466872177872
11048.0,neutral,-0.199999960000008,-0.8176,0.992342831091686,0.3997503581199885
8927.0,negative,0.0,-0.7184,0.968594548921464,-0.5291605363246334
8899.0,neutral,-0.99999950000025,-0.4278,0.9865153385635298,0.7188886813230196
5820.0,neutral,0.4999999375000079,0.0,0.3304259544767391,-0.6126375705747641
8364.0,neutral,0.1111110987654334,-0.5423,0.0123429445457203,0.1175550842425404
2685.0,negative,0.0526315761772854,-0.5448,0.3430900943633592,-0.6418314943602887
6387.0,neutral,0.3333333111111126,0.101,0.3274811026130827,0.0251970134465155
1127.0,neutral,0.4999999375000079,0.7351,0.2832218774766428,0.2560886066550479
6437.0,neutral,0.2499999843750009,0.3167,-0.9755867957552572,-0.73899862650672
8169.0,negative,-0.199999960000008,-0.6249,0.974696293284229,-0.9455923583476872
8091.0,neutral,0.199999960000008,-0.8316,0.0061805701822649,-0.5655403599117413
11412.0,neutral,0.2727272479338866,0.5927,-0.3257289143135671,-0.7451632486836642
999.0,neutral,0.6666666111111158,0.9578,0.3337229002833377,0.6670054539026913
4718.0,negative,0.0434782589792061,-0.9382,-0.9779950005084584,-0.7018288094655497
10621.0,negative,0.3043478128544429,-0.2263,-0.5161713322210277,-0.9455314875464004
7438.0,negative,0.1666666527777789,-0.1027,-0.9957073501755108,-0.8494158417321152
818.0,positive,0.7499999062500118,0.9531,0.9955826071482357,0.7866383105735532
1837.0,neutral,0.2499999687500039,0.743,0.3284257990999615,-0.1387194619693957
5831.0,neutral,0.0,-0.34,0.9931591906971275,0.2149097484493808
9081.0,negative,-0.7499999062500118,-0.6914,-0.9948592721513252,-0.9639469243126484
7309.0,negative,-0.2499999687500039,0.5473,0.00083294024166,-0.250851031733885
9828.0,neutral,0.99999980000004,0.0,0.9670902800193798,0.3226496722543199
12057.0,neutral,0.5714285306122479,0.9136,0.997287096882291,0.952559186392098
11320.0,negative,-0.0526315761772854,-0.5719,-0.3324951013430484,-0.6195656041833852
9494.0,negative,0.0769230710059176,-0.802,-0.0220289621727794,-0.9477036587675136
10476.0,neutral,0.6666665555555741,0.4215,0.327242441107857,-0.1924344649445606
9680.0,negative,0.0,-0.296,0.9885790391263216,-0.0076021532941527
2864.0,neutral,0.0,0.924,0.5141232882751515,0.5652184842275382
8606.0,negative,0.1176470553633219,0.9373,0.1537299303659334,-0.8243830143422871
2682.0,negative,0.1111110987654334,0.5702,-0.9870847629380872,-0.94233329331101
4027.0,negative,0.0434782589792061,-0.7814,-0.5943545199325296,-0.8210224474472005
5025.0,neutral,0.7142856122449125,-0.5106,-0.00129837781939,0.7799875752280043
3566.0,negative,0.3333333055555579,-0.0258,-0.3411403287486022,-0.8562845531285612
4660.0,negative,-0.333333277777787,-0.5859,-0.9944253815052616,-0.9112042320260528
7539.0,neutral,0.2499999687500039,-0.1005,0.9910308302652427,-0.5463464822192253
6572.0,negative,0.1428571224489825,-0.7003,0.9829140777381352,-0.5560078925732892
7859.0,neutral,0.0,-0.3182,0.987376712078048,0.4935447458551401
4675.0,negative,0.4545454132231443,0.1154,-0.9889032273209328,-0.8328726292482325
3253.0,positive,0.7142856122449125,0.7096,0.0050478847198452,0.1445506938279653
8029.0,negative,0.0909090867768596,-0.9493,-0.9948620146738716,-0.92794332771663
10116.0,negative,0.6666665555555741,-0.4939,0.9955018080969738,0.8251946588093403
7176.0,negative,0.4999999375000079,0.3818,-0.302807928514519,-0.6787326843947348
42.0,negative,0.5294117335640156,-0.7728,-8.984468492408865e-05,-0.8157094822580356
7655.0,positive,0.0909090826446288,0.3182,0.9971527181406794,0.9819955254891832
2290.0,positive,0.5555554938271674,-0.0772,0.3277155259665518,0.4040503061285949
2948.0,negative,-0.0909090826446288,-0.9611,-0.9952830728864068,-0.97169074023135
12166.0,positive,0.199999960000008,-0.6597,0.9865449827159722,-0.183378094363407
1668.0,neutral,0.99999950000025,0.3182,-0.3316202977684399,-0.50241528439473
46.0,negative,-0.0909090826446288,-0.91,-0.8271278548798845,-0.1334046048053596
7557.0,negative,0.0,0.9313,0.3324314101132211,-0.2112577495966681
5393.0,negative,0.2727272644628102,-0.4019,0.0002930655008974,-0.3588859541475951
10128.0,neutral,0.333333277777787,0.7525,0.3306328872668557,0.0961648677213955
11824.0,negative,0.4999999375000079,0.743,0.3334595944877914,0.0013973194234668
9556.0,negative,-0.1764705778546718,-0.9788,-0.0018634553611868,-0.9459034928211776
7735.0,positive,0.4545454132231443,0.9217,0.3385790868262506,0.2622439508655855
1193.0,neutral,-0.1428571224489825,0.7717,0.9866215498773548,0.8880219837455676
11230.0,negative,0.4999999583333368,-0.9118,0.3138863365431319,-0.7467214766679722
286.0,neutral,0.1999999866666675,0.7537,0.3080557925863675,-0.2718060807050068
6575.0,negative,-0.3749999765625014,-0.9729,0.0022567020054905,-0.8356136312525724
347.0,negative,-0.2857142653061239,-0.4939,0.3326786478525779,-0.881807024816759
11465.0,negative,-0.9999996666667778,-0.7717,-0.977202852055421,-0.8874512069170886
10375.0,negative,-0.4444444197530878,-0.4031,-0.9250038762206544,-0.9669947522871049
8347.0,neutral,-0.4285713979591858,-0.0387,0.3319957440447617,-0.6382594141942283
362.0,positive,0.2857142653061239,0.8957,0.9726266340635364,0.1167331888714094
3088.0,negative,0.0,-0.968,-0.3287619026141357,-0.9190946692908706
9890.0,negative,0.199999960000008,-0.3599,-0.3161862915802013,0.4564897765067374
4142.0,negative,0.4999998750000312,-0.1114,-0.3287558482932257,-0.7630443360081092
8636.0,negative,0.2727272479338866,-0.5904,0.0133003436542801,-0.5669604866341683
10384.0,negative,-0.1666666527777789,-0.9786,-0.3312953554234845,-0.9369521083942643
10458.0,negative,0.7777776913580343,0.2525,0.3238679759483729,0.0268282606788056
8909.0,neutral,0.0,-0.34,0.3238724340970171,0.6871945282347312
675.0,neutral,0.9999998750000156,0.4215,0.4795795081411977,0.4938685369957031
11814.0,negative,-0.1764705778546718,-0.2672,0.9152328453744998,-0.7287205717298126
568.0,negative,-0.7499999062500118,0.0516,0.001791666502503,-0.5717437027278883
7463.0,negative,0.199999960000008,-0.743,0.0123929203604685,-0.0963882732679498
4399.0,positive,0.1666666527777789,0.7456,-0.990785196629002,-0.8576054776083427
10276.0,negative,-0.7142856632653098,-0.9809,0.31023078848268,-0.7269025835079841
531.0,negative,-0.1578947285318563,0.5499,-0.5194158184493709,-0.7445480263979918
3523.0,negative,0.1764705778546718,0.2589,-0.3295677487775092,-0.7326406675266633
1471.0,negative,0.4285713673469475,0.8122,0.9931694174040794,0.8973378034033507
6267.0,negative,-0.1111110987654334,-0.8658,0.2622812962770722,-0.4287733889046106
9318.0,positive,-0.4999999375000079,-0.7644,-0.4991680484834003,-0.3529168634262448
912.0,negative,-0.3333332962963004,-0.9106,-0.9844617931411276,-0.9574695260684268
